fecha_hora,tipo_resultado,tipo_animal,raza,color,edad_en_dias,esterilizado,sexo
2014-11-25 18:36:00,Transfer,Cat,Domestic Longhair Mix,Tortie,120,No,Hembra
2013-11-15 18:50:00,Euthanasia,Dog,Chihuahua Shorthair Mix,Tan,365,Si,Hembra
2014-08-07 17:13:00,Return to Owner,Dog,Miniature Poodle Mix,White,2190,Si,Hembra
2014-01-30 15:28:00,Return to Owner,Dog,Chihuahua Shorthair Mix,Tan,365,Si,Macho
2014-07-06 14:47:00,Adoption,Dog,Jack Russell Terrier/Miniature Poodle,White,365,Si,Macho
2013-12-23 12:44:00,Transfer,Dog,Shih Tzu Mix,White/Brown,1460,No,Hembra
2013-10-31 13:03:00,Adoption,Dog,Labrador Retriever Mix,Brown/Black,120,Si,Macho
2013-10-17 15:35:00,Transfer,Cat,Domestic Longhair Mix,Blue Tabby,30,No,Macho
2013-11-27 11:59:00,Transfer,Dog,Maltese/Miniature Poodle,White,730,No,Hembra
2014-07-07 13:03:00,Return to Owner,Dog,Chihuahua Longhair Mix,Brown Brindle/White,3285,Si,Macho
2014-11-11 13:29:00,Return to Owner,Dog,Border Collie Mix,Tricolor,4380,Si,Macho
2013-12-17 11:48:00,Return to Owner,Dog,Labrador Retriever,Yellow,1460,Si,Hembra
2014-09-13 09:30:00,Adoption,Dog,Chihuahua Shorthair Mix,White/Cream,730,Si,Hembra
2014-06-29 13:47:00,Adoption,Cat,Domestic Shorthair Mix,Blue Tabby/White,90,Si,Macho
2014-10-25 14:43:00,Adoption,Cat,Domestic Longhair Mix,Tortie,60,Si,Hembra
2013-10-20 13:41:00,Adoption,Dog,German Shepherd Mix,Brown/White,300,Si,Hembra
2014-12-08 13:04:00,Transfer,Dog,Cocker Spaniel,Brown,2920,Si,Macho
2014-07-13 13:24:00,Adoption,Cat,Domestic Shorthair Mix,Black Tabby,90,Si,Hembra
2014-09-23 13:23:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,21,No,Hembra
2014-06-23 17:00:00,Adoption,Dog,Labrador Retriever Mix,Brown/White,90,Si,Hembra
2014-03-11 09:21:00,Euthanasia,Other,Bat Mix,Black,365,Desconocido,Desconocido
2014-02-09 12:14:00,Return to Owner,Dog,Brittany,White/Brown,2920,Si,Macho
2014-06-01 17:34:00,Adoption,Cat,Snowshoe Mix,Chocolate Point/White,60,Si,Macho
2014-10-27 14:01:00,Transfer,Dog,Border Collie Mix,Black/White,180,Si,Macho
2014-08-20 17:11:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,28,No,Hembra
2014-03-02 11:30:00,Return to Owner,Dog,Australian Kelpie Mix,Black,1825,Si,Hembra
2014-03-27 12:10:00,Transfer,Dog,Golden Retriever Mix,Red,1095,Si,Macho
2014-10-17 17:53:00,Adoption,Dog,Schnauzer Giant/Labrador Retriever,Black/White,180,Si,Hembra
2014-07-29 19:11:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,21,No,Macho
2014-07-28 18:08:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,90,No,Macho
2013-12-26 13:34:00,Transfer,Dog,Labrador Retriever Mix,Black,1095,Si,Hembra
2014-01-25 17:09:00,Transfer,Dog,Dalmatian Mix,White/Black,150,Si,Macho
2014-08-29 18:21:00,Adoption,Dog,Pit Bull Mix,White/Tan,730,Si,Hembra
2013-11-01 17:08:00,Return to Owner,Dog,Labrador Retriever/Boston Terrier,White/Black,300,Si,Macho
2013-12-04 09:41:00,Euthanasia,Other,Raccoon Mix,Black/Gray,1460,Desconocido,Desconocido
2014-12-13 17:32:00,Transfer,Dog,German Shepherd Mix,Cream,120,No,Hembra
2014-04-22 16:13:00,Adoption,Cat,Domestic Shorthair Mix,Orange Tabby/White,120,Si,Macho
2014-01-31 12:48:00,Adoption,Dog,Chihuahua Shorthair Mix,White/Tricolor,1095,Si,Macho
2014-12-17 12:38:00,Adoption,Dog,Labrador Retriever Mix,Chocolate/White,365,Si,Hembra
2014-06-06 14:39:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,7,No,Macho
2014-06-16 11:56:00,Transfer,Dog,Shih Tzu Mix,Gray/White,2555,Si,Macho
2014-06-13 10:52:00,Transfer,Cat,Domestic Shorthair Mix,Gray/Black,7,Desconocido,Desconocido
2014-09-19 12:51:00,Transfer,Dog,Dachshund,Red,240,Si,Macho
2013-11-25 15:19:00,Return to Owner,Dog,German Shepherd Mix,Black/Tan,730,Si,Hembra
2014-04-19 18:26:00,Adoption,Dog,Miniature Pinscher Mix,Black/Tan,300,Si,Macho
2014-04-20 10:47:00,Transfer,Other,Rabbit Sh Mix,Black,365,Desconocido,Desconocido
2014-08-03 16:40:00,Adoption,Dog,Pit Bull Mix,Brown/White,365,Si,Macho
2014-07-16 18:02:00,Return to Owner,Dog,Pit Bull Mix,Chocolate,2190,Si,Hembra
2013-12-31 11:48:00,Return to Owner,Dog,Jack Russell Terrier Mix,White/Tan,3650,Si,Hembra
2014-12-05 08:04:00,Adoption,Dog,Miniature Pinscher/Chihuahua Shorthair,Brown/Black,60,No,Macho
2013-11-01 14:13:00,Transfer,Dog,Boxer,Brown Brindle/White,1460,Si,Hembra
2014-01-17 14:18:00,Transfer,Dog,Australian Cattle Dog Mix,Blue Merle/Tan,1095,Si,Macho
2014-05-04 15:37:00,Adoption,Dog,Dachshund Mix,Red,1825,Si,Macho
2014-06-17 13:26:00,Transfer,Dog,German Shepherd Mix,Tricolor,150,Si,Macho
2014-06-02 16:54:00,Return to Owner,Dog,Labrador Retriever Mix,Yellow,1095,Si,Hembra
2014-10-11 11:56:00,Transfer,Dog,Australian Cattle Dog Mix,White/Black,150,Si,Hembra
2014-04-05 12:13:00,Euthanasia,Dog,Chihuahua Shorthair,Tan,14,No,Hembra
2014-12-12 15:26:00,Return to Owner,Dog,Anatol Shepherd Mix,Tricolor,1095,No,Macho
2013-12-24 12:55:00,Transfer,Cat,Domestic Longhair Mix,Blue Tabby,365,Si,Macho
2013-10-04 18:19:00,Return to Owner,Dog,Pit Bull/Border Terrier,Black/White,2190,Si,Hembra
2014-04-14 15:59:00,Euthanasia,Dog,Pit Bull Mix,Red/White,730,Si,Hembra
2014-09-29 17:03:00,Died,Cat,Himalayan,Seal Point,60,No,Macho
2013-12-12 17:30:00,Adoption,Dog,Chihuahua Shorthair Mix,Black/Tan,365,Si,Macho
2013-10-21 17:59:00,Return to Owner,Dog,Queensland Heeler Mix,White/Brown,4380,No,Hembra
2014-02-15 15:54:00,Adoption,Dog,Black Mouth Cur Mix,Tan,365,Si,Macho
2014-06-09 18:18:00,Return to Owner,Dog,Miniature Poodle Mix,White,365,Si,Macho
2014-10-27 16:53:00,Transfer,Cat,Domestic Longhair Mix,Black/White,60,Si,Hembra
2014-03-27 13:27:00,Return to Owner,Dog,Golden Retriever Mix,Tan,4380,Si,Hembra
2014-03-24 13:31:00,Transfer,Dog,Pug/Chihuahua Shorthair,Black,730,Si,Macho
2013-12-04 18:47:00,Adoption,Cat,Domestic Shorthair Mix,Blue/White,60,Si,Hembra
2013-11-04 15:15:00,Transfer,Dog,Australian Cattle Dog Mix,White/Black,60,Si,Hembra
2014-02-07 16:18:00,Transfer,Dog,Yorkshire Terrier/Miniature Poodle,Black/Tan,300,Si,Macho
2014-11-26 18:48:00,Adoption,Cat,Domestic Shorthair Mix,Black,60,Si,Macho
2013-10-14 16:05:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,120,No,Macho
2014-06-03 15:01:00,Adoption,Cat,Domestic Shorthair Mix,Blue,60,Si,Macho
2014-09-05 09:38:00,Disposal,Other,Bat,Brown/Black,28,Desconocido,Desconocido
2014-09-15 11:15:00,Transfer,Dog,Australian Kelpie Mix,Black/White,60,Si,Hembra
2014-08-21 14:20:00,Transfer,Dog,Chihuahua Shorthair Mix,Tan,365,Si,Macho
2014-09-26 14:24:00,Transfer,Dog,Labrador Retriever Mix,Red,730,Si,Hembra
2014-08-30 14:18:00,Adoption,Dog,Pit Bull Mix,Brown Brindle,365,Si,Macho
2014-10-24 15:26:00,Euthanasia,Dog,Chow Chow Mix,Red/White,1460,No,Hembra
2014-10-19 18:11:00,Adoption,Dog,Great Pyrenees Mix,White,3285,Si,Hembra
2014-11-02 12:30:00,Adoption,Dog,Labrador Retriever Mix,Black/White,365,Si,Macho
2014-04-19 17:20:00,Adoption,Dog,Cairn Terrier Mix,Brown,730,Si,Macho
2014-07-16 17:48:00,Adoption,Dog,Chihuahua Shorthair Mix,Tan,60,Si,Hembra
2014-05-15 18:05:00,Return to Owner,Dog,Pit Bull Mix,Brown Brindle/White,1460,No,Hembra
2014-02-11 13:47:00,Transfer,Dog,German Shepherd Mix,Black/Tan,60,Si,Hembra
2014-06-04 18:51:00,Transfer,Cat,Domestic Medium Hair Mix,Brown Tabby/White,730,No,Macho
2014-10-21 09:58:00,Adoption,Dog,Labrador Retriever Mix,Chocolate,1825,Si,Macho
2014-07-12 12:01:00,Adoption,Dog,American Bulldog Mix,White/Brown Brindle,730,Si,Macho
2014-07-19 23:27:00,Died,Dog,Rat Terrier,Black/White,730,No,Macho
2014-07-11 17:22:00,Adoption,Cat,Domestic Shorthair Mix,Blue/White,30,Si,Macho
2014-08-10 18:44:00,Return to Owner,Dog,German Shepherd Mix,Black/Tan,150,No,Hembra
2013-12-08 18:53:00,Adoption,Dog,Jack Russell Terrier,White,120,Si,Hembra
2014-10-02 16:10:00,Return to Owner,Dog,Pit Bull Mix,Blue/White,730,Si,Macho
2014-08-16 17:39:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby/White,60,No,Hembra
2014-05-21 15:21:00,Transfer,Dog,Chihuahua Shorthair Mix,Tan,1095,No,Hembra
2014-08-09 12:32:00,Adoption,Cat,Domestic Shorthair Mix,Black,60,Si,Macho
2014-11-11 17:41:00,Adoption,Cat,Siamese Mix,Tortie Point,150,Si,Hembra
2014-03-13 15:21:00,Adoption,Dog,Queensland Heeler Mix,White/Orange,365,Si,Macho
2014-10-23 18:19:00,Adoption,Dog,Boxer/Labrador Retriever,Tan/White,150,Si,Hembra
2014-04-22 08:15:00,Transfer,Other,Opossum Mix,Gray,1095,No,Hembra
2013-10-28 17:54:00,Euthanasia,Dog,Pit Bull Mix,Brown/White,730,Si,Macho
2014-07-25 18:21:00,Adoption,Dog,Labrador Retriever Mix,Black/White,240,Si,Macho
2014-12-04 17:28:00,Transfer,Dog,Pit Bull Mix,Buff/White,730,Si,Hembra
2014-05-06 15:59:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby/White,21,No,Macho
2014-01-02 12:39:00,Return to Owner,Dog,Pembroke Welsh Corgi,Sable/White,2555,Si,Hembra
2014-03-08 16:34:00,Return to Owner,Dog,Miniature Poodle Mix,White/Silver,2920,Si,Macho
2014-11-18 13:30:00,Transfer,Dog,Chihuahua Shorthair Mix,White/Tan,730,No,Macho
2013-10-22 16:18:00,Adoption,Dog,Miniature Poodle Mix,Black,1825,Si,Macho
2014-02-16 17:25:00,Adoption,Dog,Manchester Terrier Mix,Tan,60,Si,Hembra
2014-08-11 18:30:00,Adoption,Dog,Labrador Retriever Mix,Black/White,210,Si,Hembra
2014-02-10 17:51:00,Adoption,Cat,Domestic Medium Hair Mix,Black,120,Si,Hembra
2014-07-07 12:52:00,Transfer,Cat,Domestic Shorthair Mix,Tortie,365,Si,Hembra
2014-03-23 17:00:00,Transfer,Dog,Jack Russell Terrier Mix,White/Brown,90,Si,Hembra
2014-01-31 12:58:00,Transfer,Dog,Shih Tzu,Black/White,1095,No,Macho
2014-09-22 09:00:00,Transfer,Cat,Domestic Shorthair Mix,Tortie,90,No,Hembra
2014-06-22 11:19:00,Adoption,Cat,Domestic Shorthair Mix,Black,60,Si,Macho
2014-01-06 17:21:00,Adoption,Dog,Pit Bull Mix,Chocolate,60,Si,Macho
2014-12-08 18:12:00,Adoption,Dog,Pug/Chihuahua Shorthair,Black/White,240,Si,Macho
2014-07-23 16:59:00,Adoption,Dog,Brittany Mix,Chocolate/White,365,Si,Hembra
2013-11-19 18:59:00,Transfer,Dog,German Shepherd Mix,Black/Tan,30,No,Macho
2014-04-03 11:05:00,Transfer,Other,Jersey Wooly Mix,Black,365,Desconocido,Desconocido
2014-10-25 13:13:00,Adoption,Dog,Dachshund,Black/Tan,3285,Si,Macho
2013-10-05 16:06:00,Return to Owner,Cat,Domestic Shorthair Mix,Black,1095,Si,Hembra
2014-07-03 09:30:00,Adoption,Cat,Domestic Medium Hair Mix,Blue/White,1460,Si,Hembra
2014-03-27 13:53:00,Euthanasia,Dog,Pit Bull Mix,Brown Brindle/Black,365,No,Hembra
2014-05-16 19:16:00,Adoption,Dog,Plott Hound Mix,Brown Brindle,90,Si,Hembra
2014-08-31 13:14:00,Transfer,Dog,American Bulldog Mix,White/Black,2190,Si,Macho
2014-08-04 14:34:00,Transfer,Cat,Domestic Shorthair Mix,Black,730,Si,Hembra
2014-03-02 16:13:00,Euthanasia,Dog,Pit Bull,Brown,1095,Si,Macho
2014-09-21 14:08:00,Adoption,Cat,Domestic Shorthair Mix,Cream Tabby,120,Si,Macho
2014-03-30 17:27:00,Adoption,Dog,Chihuahua Shorthair/Italian Greyhound,White/Black,365,Si,Macho
2014-11-25 12:02:00,Return to Owner,Dog,Doberman Pinsch/Vizsla,Tricolor,365,Si,Hembra
2014-01-05 15:13:00,Return to Owner,Dog,Dachshund/Chihuahua Shorthair,Brown,1460,Si,Macho
2014-03-13 14:58:00,Transfer,Dog,Pit Bull Mix,Blue,5,No,Hembra
2013-10-26 12:03:00,Transfer,Cat,Domestic Shorthair Mix,Black,4,Desconocido,Desconocido
2014-10-11 18:12:00,Adoption,Dog,Siberian Husky Mix,Black/White,300,Si,Hembra
2013-12-22 11:38:00,Return to Owner,Dog,Pit Bull Mix,Brown/White,365,Si,Macho
2014-02-10 18:14:00,Adoption,Dog,Maltese/Miniature Poodle,White,365,Si,Macho
2013-10-28 11:25:00,Euthanasia,Dog,Cocker Spaniel Mix,Black,4380,No,Macho
2014-08-21 14:19:00,Transfer,Dog,Collie Smooth/Saluki,Tan/White,365,Si,Hembra
2014-04-19 14:06:00,Adoption,Dog,Rat Terrier,White/Tricolor,3285,Si,Hembra
2014-10-08 13:56:00,Return to Owner,Dog,Miniature Pinscher Mix,Black/Brown,365,Si,Hembra
2014-07-12 16:42:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Hembra
2014-02-14 14:21:00,Transfer,Cat,Domestic Shorthair/British Shorthair,Torbie,730,No,Hembra
2013-12-17 17:07:00,Return to Owner,Dog,Pit Bull Mix,Black/White,1460,Si,Macho
2014-12-18 18:15:00,Transfer,Dog,Rhod Ridgeback Mix,Tan,1460,Si,Macho
2014-11-06 17:49:00,Euthanasia,Cat,Domestic Shorthair Mix,Brown Tabby/White,4380,Si,Hembra
2014-08-24 16:44:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,4,No,Hembra
2014-03-04 17:44:00,Adoption,Dog,Border Collie Mix,Tricolor,60,Si,Hembra
2014-06-27 13:16:00,Transfer,Cat,Domestic Medium Hair Mix,Blue,60,No,Macho
2014-08-09 09:31:00,Euthanasia,Other,Bat,Brown/Black,28,Desconocido,Desconocido
2013-12-27 15:46:00,Return to Owner,Dog,Rottweiler Mix,Black/Tan,365,Si,Hembra
2014-08-01 07:13:00,Transfer,Dog,Pit Bull Mix,Fawn/White,60,No,Macho
2014-07-22 17:17:00,Return to Owner,Dog,Labrador Retriever/Queensland Heeler,Black/White,2190,Si,Hembra
2014-04-15 14:13:00,Transfer,Cat,Domestic Shorthair Mix,Gray Tabby,3,Desconocido,Desconocido
2014-01-17 17:01:00,Return to Owner,Dog,Rat Terrier Mix,Black/White,4015,Si,Macho
2014-12-04 18:36:00,Euthanasia,Dog,German Shepherd/Labrador Retriever,Brown/Tan,2190,Si,Macho
2014-06-19 17:26:00,Return to Owner,Dog,Miniature Pinscher,Black/Brown,1825,Si,Hembra
2014-08-28 14:06:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,4,No,Macho
2014-03-26 15:51:00,Adoption,Dog,Chihuahua Shorthair Mix,White/Brown,365,Si,Hembra
2013-12-28 16:09:00,Adoption,Dog,Labrador Retriever Mix,Black/White,365,Si,Hembra
2013-10-21 19:10:00,Adoption,Dog,Cairn Terrier Mix,Tan,60,Si,Hembra
2014-07-15 16:38:00,Transfer,Cat,Domestic Shorthair Mix,Orange Tabby,21,No,Macho
2014-03-13 13:41:00,Transfer,Dog,Chihuahua Shorthair Mix,Tan,2920,Si,Hembra
2014-09-12 11:49:00,Return to Owner,Dog,English Bulldog Mix,Brown/White,1095,Si,Macho
2014-06-27 09:00:00,Transfer,Cat,Domestic Shorthair Mix,Blue Tabby,365,Desconocido,Desconocido
2014-09-05 18:19:00,Euthanasia,Dog,Pit Bull Mix,Brown/White,3285,Si,Hembra
2014-06-03 15:50:00,Return to Owner,Dog,Siberian Husky Mix,Black/White,365,Si,Macho
2014-09-28 18:46:00,Return to Owner,Dog,Pit Bull Mix,Black/White,2555,Si,Macho
2014-05-26 16:36:00,Adoption,Dog,Rat Terrier/Chihuahua Shorthair,Tricolor,150,Si,Macho
2014-01-05 14:52:00,Adoption,Cat,Domestic Medium Hair Mix,Cream Tabby,300,Si,Macho
2014-03-09 15:40:00,Return to Owner,Cat,Domestic Shorthair Mix,Orange Tabby,1825,Si,Macho
2014-04-09 18:30:00,Transfer,Cat,Domestic Shorthair Mix,Blue/White,1095,No,Macho
2014-10-02 12:14:00,Adoption,Dog,German Shepherd,Brown/Black,1095,No,Hembra
2014-04-17 13:50:00,Transfer,Dog,Anatol Shepherd Mix,Brown/White,365,Si,Hembra
2014-07-02 09:17:00,Adoption,Dog,Chihuahua Shorthair/Cairn Terrier,Black,30,Si,Hembra
2014-01-25 15:08:00,Adoption,Cat,Domestic Longhair Mix,Blue Tabby/White,4745,Si,Hembra
2013-10-28 14:59:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,2920,Si,Hembra
2014-09-26 14:15:00,Return to Owner,Dog,Labrador Retriever,Chocolate,1825,No,Macho
2014-07-23 13:07:00,Return to Owner,Dog,Catahoula Mix,Brown Merle,2190,Si,Hembra
2014-02-07 14:42:00,Adoption,Dog,Staffordshire Mix,Black,730,Si,Macho
2014-04-21 12:46:00,Transfer,Dog,Chihuahua Shorthair/Whippet,Tan/White,365,Si,Hembra
2014-06-30 14:51:00,Return to Owner,Dog,Dachshund/Chihuahua Shorthair,White/Brown,1460,Si,Macho
2014-05-29 18:52:00,Adoption,Dog,Boxer/Black Mouth Cur,Tan/White,60,Si,Macho
2014-04-23 18:40:00,Adoption,Cat,Domestic Shorthair Mix,Torbie/White,90,Si,Hembra
2013-12-14 08:49:00,Adoption,Dog,Labrador Retriever Mix,Black/White,365,Si,Macho
2014-02-08 11:39:00,Adoption,Cat,Domestic Shorthair Mix,Black,365,Si,Hembra
2014-08-31 09:00:00,Transfer,Cat,Domestic Shorthair Mix,Calico,150,No,Hembra
2014-03-26 15:51:00,Transfer,Cat,Domestic Shorthair Mix,Calico,240,No,Hembra
2014-09-08 15:50:00,Adoption,Dog,Labrador Retriever Mix,Black/White,365,Si,Macho
2014-07-14 12:56:00,Adoption,Dog,German Shepherd Mix,Chocolate/Tan,365,Si,Macho
2014-07-20 14:32:00,Adoption,Cat,Domestic Shorthair Mix,Orange Tabby/White,60,Si,Macho
2013-10-26 17:20:00,Transfer,Dog,Dachshund/Beagle,Red/White,365,Si,Macho
2014-11-28 11:12:00,Transfer,Dog,American Bulldog Mix,Brown Brindle/White,730,Si,Macho
2014-01-03 09:42:00,Adoption,Dog,Australian Shepherd Mix,Black/White,120,Si,Macho
2014-01-16 16:03:00,Return to Owner,Dog,Dachshund Wirehair/Chihuahua Shorthair,Red,1095,Si,Macho
2014-10-21 11:34:00,Euthanasia,Dog,Pit Bull/Labrador Retriever,Brown,5110,Si,Macho
2014-02-22 17:46:00,Adoption,Dog,Labrador Retriever Mix,Brown/White,2190,Si,Hembra
2014-10-26 11:49:00,Return to Owner,Dog,Boxer Mix,Brown Brindle/White,1460,Si,Macho
2014-03-30 15:03:00,Adoption,Dog,Australian Cattle Dog/Jack Russell Terrier,White/Black,330,Si,Macho
2014-12-07 13:11:00,Adoption,Dog,Chihuahua Shorthair Mix,Tan/White,730,Si,Hembra
2014-11-02 18:22:00,Transfer,Dog,German Shepherd Mix,Black/Tan,365,Si,Macho
2013-12-03 15:34:00,Euthanasia,Cat,Domestic Shorthair Mix,Blue Tabby/White,60,No,Macho
2014-03-02 16:43:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby/White,150,Si,Macho
2013-12-01 10:31:00,Died,Other,Bat Mix,Brown,180,Desconocido,Desconocido
2013-10-20 16:39:00,Died,Cat,Domestic Medium Hair Mix,Black/White,60,No,Hembra
2014-08-08 17:08:00,Return to Owner,Cat,Domestic Shorthair Mix,Orange/White,2190,Si,Hembra
2013-10-07 17:06:00,Adoption,Dog,Hovawart Mix,Black/Tan,730,Si,Macho
2014-01-31 12:58:00,Transfer,Dog,Shih Tzu,White/Black,1095,Si,Hembra
2013-11-04 15:50:00,Transfer,Cat,Domestic Shorthair Mix,Tortie,4015,Si,Hembra
2014-12-22 16:29:00,Adoption,Cat,Domestic Medium Hair Mix,Orange Tabby/White,3650,Si,Macho
2014-01-15 14:11:00,Transfer,Cat,Domestic Shorthair Mix,White/Black,150,No,Macho
2014-03-28 17:54:00,Transfer,Dog,Australian Shepherd Mix,Chocolate/Tan,730,Si,Macho
2014-06-15 18:25:00,Adoption,Dog,Jack Russell Terrier/Pit Bull,White,365,Si,Hembra
2014-06-24 17:39:00,Return to Owner,Dog,Pit Bull Mix,Brown,1825,Si,Macho
2014-08-09 18:53:00,Transfer,Dog,Chihuahua Shorthair Mix,Brown,30,No,Hembra
2014-11-20 12:07:00,Transfer,Dog,Shih Tzu Mix,White/Brown,730,Si,Macho
2014-05-10 14:10:00,Return to Owner,Dog,Jack Russell Terrier/Australian Cattle Dog,White/Black,365,Si,Macho
2014-11-02 14:17:00,Transfer,Dog,Bruss Griffon Mix,Black/Tan,365,Si,Macho
2014-10-11 17:35:00,Adoption,Cat,Domestic Shorthair Mix,White/Brown Tabby,60,Si,Hembra
2014-02-18 12:52:00,Adoption,Cat,Domestic Shorthair Mix,Orange Tabby,270,Si,Hembra
2014-11-10 18:02:00,Adoption,Cat,Domestic Shorthair Mix,Cream Tabby/White,180,Si,Macho
2014-05-06 14:41:00,Adoption,Dog,Pekingese/Chihuahua Shorthair,Tricolor,90,Si,Macho
2014-09-20 13:18:00,Return to Owner,Dog,German Shepherd/Chow Chow,Black/Tan,1460,Si,Macho
2014-08-16 18:29:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,21,No,Macho
2014-09-23 13:21:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,7,No,Macho
2014-08-28 17:56:00,Adoption,Dog,Chihuahua Shorthair Mix,Tan/White,120,Si,Macho
2014-02-26 17:40:00,Adoption,Dog,Dachshund/Chihuahua Longhair,Black,365,Si,Hembra
2014-06-08 14:00:00,Adoption,Dog,Bullmastiff Mix,Black Brindle,330,Si,Hembra
2014-06-24 18:56:00,Adoption,Dog,Pit Bull Mix,Tan/Brown,730,Si,Macho
2014-03-07 14:19:00,Adoption,Dog,Maltese,White,1095,Si,Hembra
2014-04-05 17:48:00,Adoption,Dog,Chihuahua Shorthair Mix,Chocolate/White,730,Si,Macho
2014-09-05 15:07:00,Transfer,Cat,Domestic Shorthair Mix,Black,60,No,Macho
2014-08-11 18:55:00,Transfer,Other,American Mix,Agouti,365,No,Hembra
2014-06-14 14:50:00,Adoption,Dog,Alaskan Husky Mix,Gray/White,2190,Si,Macho
2014-05-23 13:42:00,Adoption,Dog,Australian Cattle Dog Mix,Tricolor,60,Si,Hembra
2013-11-07 18:29:00,Return to Owner,Dog,Pit Bull Mix,Chocolate/White,210,Si,Hembra
2014-07-05 11:41:00,Return to Owner,Cat,Domestic Longhair Mix,Black,2555,Si,Hembra
2014-03-29 16:56:00,Transfer,Dog,Pit Bull Mix,Fawn/Brown,90,Si,Macho
2014-06-09 17:46:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Macho
2013-11-14 11:51:00,Transfer,Dog,Shih Tzu Mix,Tan/Silver,150,No,Hembra
2014-08-22 18:33:00,Adoption,Dog,German Shepherd Mix,Black/Tan,180,Si,Macho
2014-11-06 16:32:00,Adoption,Cat,Domestic Shorthair Mix,Tortie,60,Si,Hembra
2014-03-30 19:05:00,Adoption,Cat,Domestic Shorthair Mix,Brown Tabby/White,3285,Si,Macho
2013-12-08 14:31:00,Transfer,Cat,Domestic Shorthair Mix,Cream Tabby,150,Si,Macho
2014-02-22 19:09:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby/White,300,No,Macho
2014-08-30 12:17:00,Euthanasia,Cat,Domestic Shorthair Mix,Tortie,1095,Si,Hembra
2014-07-20 19:03:00,Transfer,Dog,Labrador Retriever Mix,Chocolate,3650,Si,Hembra
2014-12-15 17:03:00,Adoption,Dog,Pit Bull Mix,Tricolor,730,Si,Hembra
2014-06-15 17:02:00,Transfer,Dog,Labrador Retriever/Catahoula,Brown Brindle/White,90,Si,Macho
2014-01-11 16:05:00,Adoption,Dog,German Shepherd Mix,Black,730,Si,Macho
2014-01-05 18:38:00,Adoption,Dog,Chihuahua Shorthair Mix,Black/Cream,1825,Si,Macho
2014-08-10 07:26:00,Adoption,Dog,Border Collie Mix,Tricolor,1460,Si,Macho
2013-10-12 17:59:00,Adoption,Dog,Australian Cattle Dog Mix,Tricolor,60,Si,Hembra
2014-11-11 13:53:00,Transfer,Dog,Boxer,White/Brown,150,No,Hembra
2014-10-25 12:48:00,Adoption,Dog,Golden Retriever Mix,Brown,30,Si,Macho
2014-03-26 16:57:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby/White,2,No,Macho
2014-08-03 17:17:00,Adoption,Cat,Domestic Shorthair Mix,Black,30,No,Hembra
2014-08-18 17:49:00,Adoption,Cat,Domestic Shorthair Mix,Orange Tabby,30,Si,Macho
2014-05-20 11:11:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,270,Si,Macho
2013-12-08 16:13:00,Adoption,Dog,Shetland Sheepdog/Chihuahua Longhair,Tan/White,365,Si,Macho
2014-01-06 18:40:00,Adoption,Cat,Domestic Longhair Mix,White/Blue,120,No,Macho
2013-10-23 17:26:00,Return to Owner,Dog,Pit Bull Mix,Fawn/White,330,Si,Macho
2014-07-12 09:00:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby/White,90,No,Macho
2014-11-12 14:18:00,Return to Owner,Dog,Pit Bull Mix,White/Brown Brindle,2190,Si,Hembra
2014-03-01 15:57:00,Adoption,Dog,Pit Bull Mix,White/Brown,730,Si,Hembra
2013-11-07 12:45:00,Adoption,Dog,Queensland Heeler Mix,Black/White,1095,Si,Hembra
2014-12-08 11:30:00,Adoption,Dog,Pit Bull Mix,Fawn/Tan,210,Si,Macho
2014-07-08 14:50:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,60,Si,Hembra
2014-08-05 15:39:00,Return to Owner,Dog,Boxer/Labrador Retriever,Brown,2920,Si,Macho
2013-10-20 12:26:00,Transfer,Cat,Domestic Shorthair Mix,Brown Tabby,90,Si,Macho
2013-11-07 12:53:00,Transfer,Dog,American Pit Bull Terrier Mix,Brown/White,90,Si,Hembra
2013-10-19 15:30:00,Transfer,Cat,Domestic Shorthair Mix,Black/White,2555,No,Macho
2014-10-19 19:05:00,Adoption,Dog,Border Terrier/Yorkshire Terrier,Tan/White,1825,Si,Macho
